"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","55 years and over","Percentage","242","units","0","v2608109","11.8.6.2.7","4.2","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","55 to 64 years","Percentage","242","units","0","v2608199","11.8.6.2.8","3.7","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","55 to 64 years","Percentage","242","units","0","v2608199","11.8.6.2.8","6.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","55 to 64 years","Percentage","242","units","0","v2608199","11.8.6.2.8","5.7","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","55 to 64 years","Percentage","242","units","0","v2608199","11.8.6.2.8","4.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","55 to 64 years","Percentage","242","units","0","v2608199","11.8.6.2.8","4.7","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","65 years and over","Percentage","242","units","0","v2608289","11.8.6.2.9","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","65 years and over","Percentage","242","units","0","v2608289","11.8.6.2.9","8.7","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","65 years and over","Percentage","242","units","0","v2608289","11.8.6.2.9","7.5","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","65 years and over","Percentage","242","units","0","v2608289","11.8.6.2.9","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Males","65 years and over","Percentage","242","units","0","v2608289","11.8.6.2.9","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v2608379","11.8.6.3.1","4.3","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v2608379","11.8.6.3.1","8.5","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v2608379","11.8.6.3.1","6.5","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v2608379","11.8.6.3.1","3.4","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 years and over","Percentage","242","units","0","v2608379","11.8.6.3.1","4.3","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 to 24 years","Percentage","242","units","0","v2608469","11.8.6.3.2","6.0","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 to 24 years","Percentage","242","units","0","v2608469","11.8.6.3.2","14.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 to 24 years","Percentage","242","units","0","v2608469","11.8.6.3.2","8.0","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 to 24 years","Percentage","242","units","0","v2608469","11.8.6.3.2","4.8","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","15 to 24 years","Percentage","242","units","0","v2608469","11.8.6.3.2","6.3","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 years and over","Percentage","242","units","0","v2608559","11.8.6.3.3","4.2","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 years and over","Percentage","242","units","0","v2608559","11.8.6.3.3","8.2","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 years and over","Percentage","242","units","0","v2608559","11.8.6.3.3","6.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 years and over","Percentage","242","units","0","v2608559","11.8.6.3.3","3.3","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 years and over","Percentage","242","units","0","v2608559","11.8.6.3.3","4.2","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 44 years","Percentage","242","units","0","v2608649","11.8.6.3.4","4.1","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 44 years","Percentage","242","units","0","v2608649","11.8.6.3.4","9.4","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 44 years","Percentage","242","units","0","v2608649","11.8.6.3.4","4.7","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 44 years","Percentage","242","units","0","v2608649","11.8.6.3.4","3.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 44 years","Percentage","242","units","0","v2608649","11.8.6.3.4","3.7","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","45 years and over","Percentage","242","units","0","v2608739","11.8.6.3.5","4.2","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","45 years and over","Percentage","242","units","0","v2608739","11.8.6.3.5","7.0","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","45 years and over","Percentage","242","units","0","v2608739","11.8.6.3.5","7.8","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","45 years and over","Percentage","242","units","0","v2608739","11.8.6.3.5","3.6","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","45 years and over","Percentage","242","units","0","v2608739","11.8.6.3.5","4.5","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 54 years","Percentage","242","units","0","v2608829","11.8.6.3.6","3.8","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 54 years","Percentage","242","units","0","v2608829","11.8.6.3.6","8.2","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 54 years","Percentage","242","units","0","v2608829","11.8.6.3.6","5.0","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 54 years","Percentage","242","units","0","v2608829","11.8.6.3.6","3.1","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","25 to 54 years","Percentage","242","units","0","v2608829","11.8.6.3.6","3.5","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 years and over","Percentage","242","units","0","v2608919","11.8.6.3.7","5.1","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 years and over","Percentage","242","units","0","v2608919","11.8.6.3.7","8.0","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 years and over","Percentage","242","units","0","v2608919","11.8.6.3.7","9.7","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 years and over","Percentage","242","units","0","v2608919","11.8.6.3.7","3.9","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 years and over","Percentage","242","units","0","v2608919","11.8.6.3.7","5.8","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 to 64 years","Percentage","242","units","0","v2609009","11.8.6.3.8","5.4","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 to 64 years","Percentage","242","units","0","v2609009","11.8.6.3.8","7.6","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 to 64 years","Percentage","242","units","0","v2609009","11.8.6.3.8","9.5","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 to 64 years","Percentage","242","units","0","v2609009","11.8.6.3.8","3.7","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","55 to 64 years","Percentage","242","units","0","v2609009","11.8.6.3.8","6.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","65 years and over","Percentage","242","units","0","v2609099","11.8.6.3.9","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","65 years and over","Percentage","242","units","0","v2609099","11.8.6.3.9","9.2","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","65 years and over","Percentage","242","units","0","v2609099","11.8.6.3.9","10.6","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","65 years and over","Percentage","242","units","0","v2609099","11.8.6.3.9","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Postsecondary certificate or diploma","Females","65 years and over","Percentage","242","units","0","v2609099","11.8.6.3.9","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 years and over","Percentage","242","units","0","v2607570","11.8.7.2.1","3.5","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 years and over","Percentage","242","units","0","v2607570","11.8.7.2.1","6.9","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 years and over","Percentage","242","units","0","v2607570","11.8.7.2.1","4.7","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 years and over","Percentage","242","units","0","v2607570","11.8.7.2.1","3.4","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 years and over","Percentage","242","units","0","v2607570","11.8.7.2.1","4.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 to 24 years","Percentage","242","units","0","v2607660","11.8.7.2.2","9.9","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 to 24 years","Percentage","242","units","0","v2607660","11.8.7.2.2","27.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 to 24 years","Percentage","242","units","0","v2607660","11.8.7.2.2","13.1","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 to 24 years","Percentage","242","units","0","v2607660","11.8.7.2.2","10.1","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","15 to 24 years","Percentage","242","units","0","v2607660","11.8.7.2.2","8.1","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 years and over","Percentage","242","units","0","v2607750","11.8.7.2.3","3.2","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 years and over","Percentage","242","units","0","v2607750","11.8.7.2.3","6.1","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 years and over","Percentage","242","units","0","v2607750","11.8.7.2.3","4.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 years and over","Percentage","242","units","0","v2607750","11.8.7.2.3","3.3","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 years and over","Percentage","242","units","0","v2607750","11.8.7.2.3","4.2","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 44 years","Percentage","242","units","0","v2607840","11.8.7.2.4","3.1","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 44 years","Percentage","242","units","0","v2607840","11.8.7.2.4","6.2","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 44 years","Percentage","242","units","0","v2607840","11.8.7.2.4","3.8","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 44 years","Percentage","242","units","0","v2607840","11.8.7.2.4","3.8","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 44 years","Percentage","242","units","0","v2607840","11.8.7.2.4","4.6","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","45 years and over","Percentage","242","units","0","v2607930","11.8.7.2.5","3.5","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","45 years and over","Percentage","242","units","0","v2607930","11.8.7.2.5","6.1","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","45 years and over","Percentage","242","units","0","v2607930","11.8.7.2.5","5.1","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","45 years and over","Percentage","242","units","0","v2607930","11.8.7.2.5","2.5","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","45 years and over","Percentage","242","units","0","v2607930","11.8.7.2.5","3.8","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 54 years","Percentage","242","units","0","v2608020","11.8.7.2.6","3.2","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 54 years","Percentage","242","units","0","v2608020","11.8.7.2.6","6.0","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 54 years","Percentage","242","units","0","v2608020","11.8.7.2.6","3.9","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 54 years","Percentage","242","units","0","v2608020","11.8.7.2.6","3.3","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","25 to 54 years","Percentage","242","units","0","v2608020","11.8.7.2.6","4.6","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 years and over","Percentage","242","units","0","v2608110","11.8.7.2.7","3.3","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 years and over","Percentage","242","units","0","v2608110","11.8.7.2.7","6.4","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 years and over","Percentage","242","units","0","v2608110","11.8.7.2.7","6.2","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 years and over","Percentage","242","units","0","v2608110","11.8.7.2.7","3.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 years and over","Percentage","242","units","0","v2608110","11.8.7.2.7","3.0","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 to 64 years","Percentage","242","units","0","v2608200","11.8.7.2.8","3.8","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 to 64 years","Percentage","242","units","0","v2608200","11.8.7.2.8","6.2","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 to 64 years","Percentage","242","units","0","v2608200","11.8.7.2.8","6.5","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 to 64 years","Percentage","242","units","0","v2608200","11.8.7.2.8","3.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","55 to 64 years","Percentage","242","units","0","v2608200","11.8.7.2.8","3.1","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Males","65 years and over","Percentage","242","units","0","v2608290","11.8.7.2.9","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Males","65 years and over","Percentage","242","units","0","v2608290","11.8.7.2.9","6.8","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Males","65 years and over","Percentage","242","units","0","v2608290","11.8.7.2.9","4.9","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Males","65 years and over","Percentage","242","units","0","v2608290","11.8.7.2.9","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Males","65 years and over","Percentage","242","units","0","v2608290","11.8.7.2.9","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 years and over","Percentage","242","units","0","v2608380","11.8.7.3.1","3.9","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 years and over","Percentage","242","units","0","v2608380","11.8.7.3.1","6.4","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 years and over","Percentage","242","units","0","v2608380","11.8.7.3.1","4.6","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 years and over","Percentage","242","units","0","v2608380","11.8.7.3.1","4.1","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 years and over","Percentage","242","units","0","v2608380","11.8.7.3.1","4.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 to 24 years","Percentage","242","units","0","v2608470","11.8.7.3.2","7.0","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 to 24 years","Percentage","242","units","0","v2608470","11.8.7.3.2","16.4","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 to 24 years","Percentage","242","units","0","v2608470","11.8.7.3.2","9.3","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 to 24 years","Percentage","242","units","0","v2608470","11.8.7.3.2","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","15 to 24 years","Percentage","242","units","0","v2608470","11.8.7.3.2","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 years and over","Percentage","242","units","0","v2608560","11.8.7.3.3","3.7","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 years and over","Percentage","242","units","0","v2608560","11.8.7.3.3","6.0","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 years and over","Percentage","242","units","0","v2608560","11.8.7.3.3","4.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 years and over","Percentage","242","units","0","v2608560","11.8.7.3.3","4.1","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 years and over","Percentage","242","units","0","v2608560","11.8.7.3.3","4.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 44 years","Percentage","242","units","0","v2608650","11.8.7.3.4","3.6","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 44 years","Percentage","242","units","0","v2608650","11.8.7.3.4","6.7","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 44 years","Percentage","242","units","0","v2608650","11.8.7.3.4","4.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 44 years","Percentage","242","units","0","v2608650","11.8.7.3.4","4.2","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 44 years","Percentage","242","units","0","v2608650","11.8.7.3.4","4.5","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","45 years and over","Percentage","242","units","0","v2608740","11.8.7.3.5","3.7","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","45 years and over","Percentage","242","units","0","v2608740","11.8.7.3.5","4.9","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","45 years and over","Percentage","242","units","0","v2608740","11.8.7.3.5","4.3","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","45 years and over","Percentage","242","units","0","v2608740","11.8.7.3.5","4.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","45 years and over","Percentage","242","units","0","v2608740","11.8.7.3.5","4.2","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 54 years","Percentage","242","units","0","v2608830","11.8.7.3.6","3.9","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 54 years","Percentage","242","units","0","v2608830","11.8.7.3.6","6.1","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 54 years","Percentage","242","units","0","v2608830","11.8.7.3.6","4.1","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 54 years","Percentage","242","units","0","v2608830","11.8.7.3.6","4.4","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","25 to 54 years","Percentage","242","units","0","v2608830","11.8.7.3.6","4.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 years and over","Percentage","242","units","0","v2608920","11.8.7.3.7","2.7","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 years and over","Percentage","242","units","0","v2608920","11.8.7.3.7","5.4","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 years and over","Percentage","242","units","0","v2608920","11.8.7.3.7","5.7","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 years and over","Percentage","242","units","0","v2608920","11.8.7.3.7","2.4","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 years and over","Percentage","242","units","0","v2608920","11.8.7.3.7","4.5","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 to 64 years","Percentage","242","units","0","v2609010","11.8.7.3.8","3.1","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 to 64 years","Percentage","242","units","0","v2609010","11.8.7.3.8","5.5","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 to 64 years","Percentage","242","units","0","v2609010","11.8.7.3.8","6.2","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 to 64 years","Percentage","242","units","0","v2609010","11.8.7.3.8","2.4","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","55 to 64 years","Percentage","242","units","0","v2609010","11.8.7.3.8","4.5","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","University degree","Females","65 years and over","Percentage","242","units","0","v2609100","11.8.7.3.9","","x","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","University degree","Females","65 years and over","Percentage","242","units","0","v2609100","11.8.7.3.9","","x","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","University degree","Females","65 years and over","Percentage","242","units","0","v2609100","11.8.7.3.9","","x","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","University degree","Females","65 years and over","Percentage","242","units","0","v2609100","11.8.7.3.9","","x","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","University degree","Females","65 years and over","Percentage","242","units","0","v2609100","11.8.7.3.9","","x","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607571","11.8.8.2.1","3.4","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607571","11.8.8.2.1","7.6","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607571","11.8.8.2.1","4.9","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607571","11.8.8.2.1","4.1","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 years and over","Percentage","242","units","0","v2607571","11.8.8.2.1","4.6","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 to 24 years","Percentage","242","units","0","v2607661","11.8.8.2.2","10.3","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 to 24 years","Percentage","242","units","0","v2607661","11.8.8.2.2","23.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 to 24 years","Percentage","242","units","0","v2607661","11.8.8.2.2","13.2","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 to 24 years","Percentage","242","units","0","v2607661","11.8.8.2.2","10.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","15 to 24 years","Percentage","242","units","0","v2607661","11.8.8.2.2","7.7","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 years and over","Percentage","242","units","0","v2607751","11.8.8.2.3","3.0","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 years and over","Percentage","242","units","0","v2607751","11.8.8.2.3","6.8","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 years and over","Percentage","242","units","0","v2607751","11.8.8.2.3","4.4","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 years and over","Percentage","242","units","0","v2607751","11.8.8.2.3","3.8","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 years and over","Percentage","242","units","0","v2607751","11.8.8.2.3","4.4","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 44 years","Percentage","242","units","0","v2607841","11.8.8.2.4","2.6","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 44 years","Percentage","242","units","0","v2607841","11.8.8.2.4","6.4","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 44 years","Percentage","242","units","0","v2607841","11.8.8.2.4","4.3","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 44 years","Percentage","242","units","0","v2607841","11.8.8.2.4","4.5","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 44 years","Percentage","242","units","0","v2607841","11.8.8.2.4","4.8","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","45 years and over","Percentage","242","units","0","v2607931","11.8.8.2.5","3.5","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","45 years and over","Percentage","242","units","0","v2607931","11.8.8.2.5","7.3","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","45 years and over","Percentage","242","units","0","v2607931","11.8.8.2.5","4.7","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","45 years and over","Percentage","242","units","0","v2607931","11.8.8.2.5","2.7","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","45 years and over","Percentage","242","units","0","v2607931","11.8.8.2.5","3.8","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 54 years","Percentage","242","units","0","v2608021","11.8.8.2.6","2.8","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 54 years","Percentage","242","units","0","v2608021","11.8.8.2.6","6.6","","","","1"
"2021","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 54 years","Percentage","242","units","0","v2608021","11.8.8.2.6","4.3","","","","1"
"2022","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 54 years","Percentage","242","units","0","v2608021","11.8.8.2.6","4.0","","","","1"
"2023","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","25 to 54 years","Percentage","242","units","0","v2608021","11.8.8.2.6","4.7","","","","1"
"2019","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 years and over","Percentage","242","units","0","v2608111","11.8.8.2.7","3.8","","","","1"
"2020","British Columbia","2016A000259","Unemployment rate","Bachelor's degree","Males","55 years and over","Percentage","242","units","0","v2608111","11.8.8.2.7","7.4","","","","1"
