"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","55 years and over","Percentage","242","units","0","v2586238","2.8.5.2.7","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","55 to 64 years","Percentage","242","units","0","v2586328","2.8.5.2.8","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","55 to 64 years","Percentage","242","units","0","v2586328","2.8.5.2.8","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","55 to 64 years","Percentage","242","units","0","v2586328","2.8.5.2.8","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","55 to 64 years","Percentage","242","units","0","v2586328","2.8.5.2.8","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","55 to 64 years","Percentage","242","units","0","v2586328","2.8.5.2.8","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","65 years and over","Percentage","242","units","0","v2586418","2.8.5.2.9","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","65 years and over","Percentage","242","units","0","v2586418","2.8.5.2.9","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","65 years and over","Percentage","242","units","0","v2586418","2.8.5.2.9","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","65 years and over","Percentage","242","units","0","v2586418","2.8.5.2.9","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Males","65 years and over","Percentage","242","units","0","v2586418","2.8.5.2.9","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 years and over","Percentage","242","units","0","v2586508","2.8.5.3.1","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 years and over","Percentage","242","units","0","v2586508","2.8.5.3.1","17.3","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 years and over","Percentage","242","units","0","v2586508","2.8.5.3.1","11.1","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 years and over","Percentage","242","units","0","v2586508","2.8.5.3.1","8.2","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 years and over","Percentage","242","units","0","v2586508","2.8.5.3.1","8.8","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 to 24 years","Percentage","242","units","0","v2586598","2.8.5.3.2","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 to 24 years","Percentage","242","units","0","v2586598","2.8.5.3.2","20.0","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 to 24 years","Percentage","242","units","0","v2586598","2.8.5.3.2","13.2","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 to 24 years","Percentage","242","units","0","v2586598","2.8.5.3.2","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","15 to 24 years","Percentage","242","units","0","v2586598","2.8.5.3.2","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 years and over","Percentage","242","units","0","v2586688","2.8.5.3.3","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 years and over","Percentage","242","units","0","v2586688","2.8.5.3.3","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 years and over","Percentage","242","units","0","v2586688","2.8.5.3.3","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 years and over","Percentage","242","units","0","v2586688","2.8.5.3.3","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 years and over","Percentage","242","units","0","v2586688","2.8.5.3.3","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 44 years","Percentage","242","units","0","v2586778","2.8.5.3.4","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 44 years","Percentage","242","units","0","v2586778","2.8.5.3.4","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 44 years","Percentage","242","units","0","v2586778","2.8.5.3.4","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 44 years","Percentage","242","units","0","v2586778","2.8.5.3.4","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 44 years","Percentage","242","units","0","v2586778","2.8.5.3.4","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","45 years and over","Percentage","242","units","0","v2586868","2.8.5.3.5","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","45 years and over","Percentage","242","units","0","v2586868","2.8.5.3.5","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","45 years and over","Percentage","242","units","0","v2586868","2.8.5.3.5","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","45 years and over","Percentage","242","units","0","v2586868","2.8.5.3.5","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","45 years and over","Percentage","242","units","0","v2586868","2.8.5.3.5","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 54 years","Percentage","242","units","0","v2586958","2.8.5.3.6","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 54 years","Percentage","242","units","0","v2586958","2.8.5.3.6","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 54 years","Percentage","242","units","0","v2586958","2.8.5.3.6","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 54 years","Percentage","242","units","0","v2586958","2.8.5.3.6","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","25 to 54 years","Percentage","242","units","0","v2586958","2.8.5.3.6","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 years and over","Percentage","242","units","0","v2587048","2.8.5.3.7","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 years and over","Percentage","242","units","0","v2587048","2.8.5.3.7","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 years and over","Percentage","242","units","0","v2587048","2.8.5.3.7","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 years and over","Percentage","242","units","0","v2587048","2.8.5.3.7","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 years and over","Percentage","242","units","0","v2587048","2.8.5.3.7","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 to 64 years","Percentage","242","units","0","v2587138","2.8.5.3.8","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 to 64 years","Percentage","242","units","0","v2587138","2.8.5.3.8","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 to 64 years","Percentage","242","units","0","v2587138","2.8.5.3.8","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 to 64 years","Percentage","242","units","0","v2587138","2.8.5.3.8","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","55 to 64 years","Percentage","242","units","0","v2587138","2.8.5.3.8","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","65 years and over","Percentage","242","units","0","v2587228","2.8.5.3.9","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","65 years and over","Percentage","242","units","0","v2587228","2.8.5.3.9","","x","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","65 years and over","Percentage","242","units","0","v2587228","2.8.5.3.9","","x","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","65 years and over","Percentage","242","units","0","v2587228","2.8.5.3.9","","x","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Some postsecondary","Females","65 years and over","Percentage","242","units","0","v2587228","2.8.5.3.9","","x","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v2585699","2.8.6.2.1","14.6","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v2585699","2.8.6.2.1","18.4","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v2585699","2.8.6.2.1","16.8","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v2585699","2.8.6.2.1","13.8","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 years and over","Percentage","242","units","0","v2585699","2.8.6.2.1","11.6","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 to 24 years","Percentage","242","units","0","v2585789","2.8.6.2.2","15.0","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 to 24 years","Percentage","242","units","0","v2585789","2.8.6.2.2","27.5","","","","1"
"2021","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 to 24 years","Percentage","242","units","0","v2585789","2.8.6.2.2","21.4","","","","1"
"2022","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 to 24 years","Percentage","242","units","0","v2585789","2.8.6.2.2","18.8","","","","1"
"2023","Newfoundland and Labrador","2016A000210","Unemployment rate","Postsecondary certificate or diploma","Males","15 to 24 years","Percentage","242","units","0","v2585789","2.8.6.2.2","","x","","","1"
